Protein.Group,Aug_F01_1,Aug_F02_1,Aug_F03_1,Aug_F04_1,Aug_F05_1,Aug_F06_1,Aug_F07_1,Aug_F08_1,Aug_F09_1,Aug_F10_1,Aug_F11_1,Aug_F01_2,Aug_F02_2,Aug_F03_2,Aug_F04_2,Aug_F05_2,Aug_F06_2,Aug_F07_2,Aug_F08_2,Aug_F09_2,Aug_F10_2,Aug_F11_2,Aug_F01_3,Aug_F02_3,Aug_F03_3,Aug_F04_3,Aug_F05_3,Aug_F06_3,Aug_F07_3,Aug_F08_3,Aug_F09_3,Aug_F10_3,Aug_F11_3,Sep_F01_1,Sep_F02_1,Sep_F03_1,Sep_F04_1,Sep_F05_1,Sep_F06_1,Sep_F07_1,Sep_F08_1,Sep_F09_1,Sep_F10_1,Sep_F11_1,Sep_F01_2,Sep_F02_2,Sep_F03_2,Sep_F04_2,Sep_F05_2,Sep_F06_2,Sep_F07_2,Sep_F08_2,Sep_F09_2,Sep_F10_2,Sep_F11_2,Sep_F01_3,Sep_F02_3,Sep_F03_3,Sep_F04_3,Sep_F05_3,Sep_F06_3,Sep_F07_3,Sep_F08_3,Sep_F09_3,Sep_F10_3,Sep_F11_3
Q9WUB0,0.121937524,0.095474318,0.106180292,0.095599327,0.115349759,0.064727511,0.046762838,0.048821166,0.123503715,0.112071584,0.069571968,0.147660882,0.113395942,0.109607868,0.069497402,0.105082793,0.054698451,0.046471969,0.09176992,0.114711403,0.096540159,0.05056321,0.056513386,0.119095738,0.086094015,0.121559262,0.099045149,0.121043103,0.041173416,0.06467832,0.126458708,0.114217995,0.050120908,0.036769783,0.01913584,0.218806193,0.033539462,0.422244284,0.134659039,0.037940604,0.009067876,0.05577634,0.015336191,0.016724387,0.034843911,0.187892722,0.24444554,0.065103971,0.078329066,0.128484961,0.053320883,0.035015036,0.039981673,0.089577458,0.04300478,0.03876569,0.20873724,0.305965798,0.024846161,0.061764465,0.236700773,0.054090728,0.016109528,0.023928568,0.016074174,0.013016878
Q9WUB3,0.042822623,0.054016523,0.046824076,0.061951261,0.091713794,0.103248008,0.117928754,0.086990682,0.082109467,0.102401719,0.209993093,0.031536647,0.05856554,0.058342233,0.102517571,0.092788541,0.098716433,0.132829972,0.108954971,0.070753098,0.077071018,0.167923976,0.045214279,0.055273399,0.074764081,0.080698678,0.080394578,0.078739704,0.111833611,0.091885571,0.085357956,0.10425607,0.191582076,0.031615341,0.056260225,0.049084735,0.073302427,0.087405163,0.130488393,0.121621858,0.111848567,0.055731383,0.106250954,0.176390953,0.024397213,0.035595269,0.046396243,0.0754396,0.080759375,0.116294692,0.106654085,0.097755877,0.072503093,0.090823128,0.253381427,0.026020047,0.03661988,0.041745194,0.051455566,0.062339201,0.113999415,0.106070075,0.113154035,0.082126181,0.15227933,0.214191078
Q9WUB4,0.108358875,0.066286388,0.086796402,0.094109165,0.062097152,0.005919977,0.020700297,0.088254272,0.244850483,0.150577505,0.072049484,0.038087097,0.075026913,0.101583478,0.05584271,0.074944228,0.079427184,0.017494128,0.106318318,0.177505009,0.175944504,0.097826431,0.02000034,0.081338619,0.024035205,0.05708026,0.059401539,0.016625104,0.015424359,0.082928264,0.061165925,0.095510657,0.486489729,0.012187594,0.010816109,0.023545615,0.012846446,0.043219773,0.021801598,0.051170687,0.044978808,0.593896442,0.167802805,0.017734122,0.012322628,0.014106911,0.021515875,0.012411334,0.044772144,0.142484855,0.072768218,0.057101231,0.026166425,0.58229492,0.014055458,0.046525934,0.05111317,0.104462152,0.045516565,0.100115496,0.103683413,0.151819269,0.041858165,0.242436845,0.09547489,0.016994102
Q9WUD1,0.082226762,0.115988116,0.077092491,0.092599259,0.103623455,0.090612408,0.10727047,0.064379904,0.094160325,0.100347961,0.071698848,0.092489751,0.072871029,0.104803066,0.086020667,0.10817699,0.109143361,0.081724296,0.081583741,0.089976309,0.1017981,0.071412689,0.095293574,0.094538659,0.075115609,0.096232229,0.105106325,0.085065457,0.109778724,0.101132007,0.095723427,0.094131137,0.047882853,0.114565615,0.094968826,0.082884099,0.089317719,0.094234034,0.099200275,0.074252983,0.049925325,0.209900745,0.051336272,0.039414107,0.098594009,0.11655038,0.123519401,0.114808562,0.117974874,0.081976897,0.096948326,0.0974805,0.065880078,0.045954291,0.040312683,0.152903489,0.090451608,0.117535538,0.119633125,0.101309778,0.062531212,0.050789959,0.056813549,0.08205412,0.086275078,0.079702543
Q9WUK2,0.045361648,0.076408416,0.057463278,0.10075226,0.098391498,0.119590913,0.119002916,0.096111212,0.067975702,0.047003528,0.171938629,0.037829575,0.077844034,0.085461067,0.110584362,0.09687302,0.105168323,0.134578154,0.102227961,0.053837494,0.034090947,0.161505062,0.049267313,0.066501483,0.084997702,0.106579821,0.07870468,0.117864533,0.134594755,0.087415871,0.05232,0.045319518,0.176434324,0.041772323,0.091678505,0.073239779,0.090530163,0.092586431,0.1261411,0.121949229,0.099729178,0.052709598,0.074382717,0.135280978,0.05183041,0.077666383,0.097697756,0.093716102,0.101157251,0.121612729,0.117024113,0.108354546,0.079970848,0.051390173,0.099579689,0.04158208,0.04839616,0.070043019,0.070635443,0.090444786,0.123172159,0.117300133,0.130837156,0.085487618,0.071859195,0.15024225
Q9WUL7,0.096207467,0.101341852,0.102588064,0.100102583,0.096537621,0.095631611,0.07885829,0.081142119,0.092416403,0.061589388,0.093584602,0.088709312,0.113987273,0.073056922,0.113901049,0.10662098,0.10352169,0.091061288,0.098512483,0.092737555,0.07917649,0.038714958,0.094113568,0.09796019,0.094857328,0.102937946,0.101696638,0.070291865,0.095560353,0.10492845,0.089391316,0.059263519,0.088998827,0.078285669,0.129939808,0.076319591,0.051934993,0.060813121,0.065949595,0.042705253,0.144637332,0.147787915,0.026513735,0.175112987,0.136944542,0.114853603,0.08601377,0.086563798,0.072604892,0.078401217,0.085512216,0.047206189,0.027442596,0.191636535,0.072820641,0.091918454,0.063694859,0.09787353,0.166537167,0.050601142,0.097477432,0.075016472,0.080871643,0.054332304,0.046265906,0.175411092
Q9WUM3,0.086933343,0.097069817,0.099310915,0.103767359,0.107380505,0.083218564,0.067264793,0.093694882,0.081910938,0.078037916,0.101410968,0.090303759,0.097544935,0.095627755,0.098541356,0.105640212,0.083961044,0.081992152,0.084798235,0.080322871,0.083333225,0.097934454,0.085592811,0.09427972,0.099541423,0.108876816,0.092453705,0.090615437,0.086431837,0.088873589,0.073168288,0.06903746,0.111128913,0.086916569,0.094148208,0.099886479,0.105901522,0.082822946,0.089991994,0.090769728,0.069876775,0.092533949,0.101509053,0.085642778,0.070753764,0.085779889,0.106092248,0.100152691,0.086214816,0.077543173,0.088676572,0.091548386,0.102488137,0.122559095,0.068191229,0.077668398,0.082158303,0.098711429,0.086922554,0.104024781,0.09305212,0.087951619,0.083783309,0.091213757,0.110777622,0.083736108
Q9WUM4,0.093518763,0.088789134,0.115982003,0.10626556,0.095208263,0.065704146,0.046782179,0.05042368,0.128000259,0.174249021,0.035076992,0.124568501,0.078417476,0.079564213,0.080988066,0.092306486,0.066271959,0.041069599,0.05173379,0.130704847,0.23252075,0.021854315,0.097300984,0.098517489,0.086782532,0.100617188,0.094060016,0.092530173,0.037315786,0.068897802,0.135709712,0.174499896,0.013768421,0.120305678,0.146844257,0.134555044,0.119102102,0.059086983,0.051510671,0.030843593,0.030778802,0.095022222,0.204913624,0.007037023,0.072420494,0.089807492,0.128448381,0.129051904,0.105432115,0.081029702,0.071310665,0.072803537,0.145829027,0.076914686,0.026951997,0.06892699,0.095312518,0.096771432,0.056105004,0.075426588,0.071194848,0.044054344,0.068970939,0.190686438,0.225813465,0.006737435
Q9WUM5,0.135172447,0.0919454,0.08835934,0.074689359,0.074981467,0.084878427,0.082304422,0.064016168,0.088376835,0.079737861,0.135538272,0.106707848,0.10282581,0.067369983,0.101099761,0.082108275,0.084882021,0.082896515,0.099961927,0.075178559,0.07879641,0.11817289,0.118762094,0.095438942,0.084629982,0.075318773,0.079967089,0.070027453,0.077048997,0.085502628,0.08758827,0.090331093,0.135384679,0.051046838,0.09322456,0.070668002,0.103700407,0.082261244,0.111441523,0.094175192,0.097485319,0.060678353,0.089628235,0.145690326,0.116327206,0.081498725,0.080240418,0.078388988,0.060697657,0.083015458,0.041502521,0.084403992,0.164100297,0.051433134,0.158391604,0.077780836,0.082538387,0.073865767,0.071734748,0.064178037,0.087371392,0.104918824,0.104308098,0.085402856,0.084968906,0.162932148
Q9WUN2,0.105792337,0.093095863,0.0770668,0.121976793,0.022242924,0.133233264,0.045425376,0.108766247,0.12905837,0.128607476,0.034734549,0.249547745,0.078209234,0.122566215,0.062133986,0.043604902,0.10383499,0.033476562,0.106582664,0.111970297,0.066826788,0.021246618,0.101436945,0.159187146,0.080658402,0.096382448,0.089485655,0.144281074,0.031916992,0.123307807,0.073934705,0.064355032,0.035053794,0.240716905,0.078280083,0.180361736,0.070430756,0.090818216,0.029098589,0.034176807,0.025419671,0.171893244,0.023230846,0.055573146,0.257326307,0.145125399,0.155660035,0.02844563,0.099647221,0.027636365,0.036965239,0.036514468,0.046008321,0.122261986,0.044409028,0.16919643,0.183885026,0.214453102,0.063622617,0.125046232,0.032393847,0.035253101,0.037602355,0.04197306,0.043004463,0.053569768
Q9WUP7,0.094400619,0.089866225,0.112259466,0.094891922,0.065114683,0.057628282,0.054571375,0.064930726,0.149277071,0.187337597,0.029722035,0.087114393,0.101651784,0.088227679,0.062887341,0.06345518,0.061819722,0.04915198,0.074103498,0.144017474,0.242275433,0.025295515,0.095951803,0.096668157,0.076000861,0.066518735,0.077797861,0.046791108,0.049031219,0.085042845,0.160500204,0.207613166,0.038084041,0.09280292,0.071674235,0.057997484,0.053510093,0.043616691,0.033828593,0.038308037,0.026926986,0.118514632,0.427215579,0.035604749,0.127777519,0.103956241,0.096651884,0.078347141,0.064317723,0.04623484,0.034387317,0.053572963,0.179327565,0.168004768,0.047422041,0.086968033,0.068806664,0.06409844,0.095658782,0.04491051,0.033731325,0.036519214,0.027932402,0.216969656,0.295239786,0.029165188
Q9WUQ2,0.138076128,0.100585617,0.118502591,0.095040257,0.154260896,0.155147795,0.102802724,0.090562349,0.032157432,0.007366725,0.005497486,0.162880115,0.091106054,0.113133157,0.106241312,0.148021803,0.16388215,0.087424534,0.067643018,0.040146535,0.011487366,0.008033955,0.096003155,0.101960647,0.111452574,0.115196981,0.173227599,0.151430075,0.100942665,0.101411576,0.030650545,0.007284273,0.010439911,0.103978662,0.089851487,0.12398027,0.180685669,0.208498104,0.090775492,0.064037018,0.063856228,0.045771213,0.013681211,0.014884646,0.101983381,0.094098286,0.110417224,0.140994509,0.198943294,0.106515756,0.12954028,0.072212781,0.008364573,0.031230404,0.005699511,0.098532498,0.094143044,0.120675084,0.147588739,0.217694092,0.13115561,0.076538273,0.096188465,0.008174004,0.004947006,0.004363183
Q9WUR2,0.12792053,0.108414726,0.104937062,0.107521813,0.063764313,0.064810951,0.061491813,0.069604512,0.101666092,0.127097488,0.0627707,0.12317029,0.109189161,0.111045409,0.080056069,0.069304495,0.063280371,0.054304143,0.075506594,0.099908589,0.146201697,0.068033181,0.133113184,0.10578293,0.094428302,0.081705978,0.070627082,0.065688636,0.069670052,0.070736279,0.108784862,0.135560992,0.063901704,0.111952243,0.097228003,0.092113887,0.075357334,0.024844603,0.054631861,0.046073477,0.084746004,0.14180503,0.200085025,0.071162533,0.136880688,0.112665325,0.099525205,0.072109136,0.05875994,0.051703347,0.037867234,0.07908703,0.20514345,0.118665502,0.027593143,0.137526572,0.110110352,0.10487066,0.008755516,0.068423041,0.051281182,0.046274317,0.106846394,0.199597168,0.142581234,0.023733564
Q9WUR9,0.127133029,0.126775927,0.142089085,0.103465352,0.074661032,0.076535122,0.06180918,0.078459211,0.091913883,0.075913686,0.041244493,0.11661645,0.117960318,0.112323246,0.084419075,0.082557228,0.070807773,0.076190784,0.083002515,0.112279903,0.103834947,0.040007761,0.128885674,0.131523045,0.113151875,0.093822311,0.088866493,0.063628668,0.069043626,0.092082759,0.103695835,0.084126017,0.031173697,0.280295434,0.17554218,0.177950284,0.091555521,0.046817539,0.039495513,0.036538052,0.02679513,0.058929595,0.035445218,0.030635534,0.250265412,0.22574846,0.171662961,0.102257288,0.071483982,0.048943668,0.027655634,0.034904878,0.025908878,0.020400977,0.020767862,0.269645948,0.226765133,0.216046798,0.043533532,0.059340185,0.042173659,0.030397922,0.029869358,0.037796997,0.026014486,0.018415982
Q9WUU7,0.084149097,0.069572134,0.078475088,0.086395081,0.125888379,0.115995115,0.148963324,0.084282982,0.030434406,0.067745567,0.108098826,0.064688125,0.095724813,0.090390973,0.062329837,0.10302513,0.093497177,0.101369744,0.08844208,0.06360072,0.047613312,0.189318089,0.043413868,0.103643798,0.041415279,0.119243344,0.103452309,0.097046762,0.097918009,0.069245886,0.060637621,0.065620051,0.198363072,0.058125057,0.068389433,0.119791445,0.104413434,0.121374557,0.122106096,0.114956696,0.087270154,0.041090996,0.02739824,0.13508389,0.030922095,0.030402137,0.034143602,0.111565083,0.095900816,0.114106991,0.154654051,0.098542121,0.061532928,0.08128721,0.186942966,0.045545801,0.048123796,0.089092245,0.118626718,0.104573779,0.104382261,0.090313874,0.102155362,0.039536043,0.06229129,0.195358831
Q9WUZ7,0.054680837,0.063200541,0.044767512,0.074664343,0.092638418,0.13288082,0.124179948,0.116115478,0.069334496,0.054500365,0.17303724,0.043380506,0.065347411,0.068345655,0.117749086,0.086796762,0.09445781,0.145352939,0.107360598,0.060206978,0.035613576,0.175388679,0.064496997,0.050448442,0.08945113,0.090936802,0.08535534,0.066131053,0.144072329,0.087791843,0.076008165,0.067547414,0.177760485,0.036268701,0.032543097,0.036122757,0.044240288,0.039154153,0.056041085,0.090761577,0.094964795,0.375931662,0.059744293,0.134227593,0.037111498,0.060794888,0.073371902,0.060532825,0.070203313,0.174545247,0.122872608,0.139634635,0.084574296,0.035455586,0.140903202,0.020919812,0.043958145,0.056816886,0.118853844,0.073174623,0.101387099,0.146014743,0.13846985,0.05461679,0.078246251,0.167541957
Q9WV02,0.063653838,0.045791148,0.031900561,0.032131303,0.047289763,0.058664118,0.065915998,0.147981825,0.223362229,0.268573966,0.014735251,0.046974475,0.040006615,0.044995368,0.03308948,0.034493169,0.06824591,0.064932011,0.139572057,0.244364412,0.269293104,0.014033399,0.073333789,0.035692567,0.035286158,0.032953654,0.043314231,0.07115385,0.067773809,0.18775056,0.21987851,0.212741379,0.020121493,0.035076713,0.040141712,0.051842965,0.050023976,0.069832679,0.064827659,0.061007308,0.120043483,0.320786533,0.178890891,0.00752608,0.027304707,0.02893443,0.040732727,0.04486864,0.054512839,0.058436891,0.054629704,0.156441063,0.323319614,0.205033383,0.005786002,0.039367634,0.033588543,0.043774435,0.042038514,0.064825517,0.063021637,0.070173318,0.171409693,0.327897304,0.140167392,0.003736011
Q9WV32,0.077707818,0.078617372,0.076557449,0.085281127,0.104498263,0.096855996,0.084965877,0.070426974,0.100418939,0.130223419,0.094446765,0.06583793,0.070570212,0.07920796,0.087917778,0.097918037,0.091903941,0.096745775,0.080318369,0.079131575,0.138207608,0.112240815,0.084925222,0.079953516,0.092331402,0.099915419,0.091187421,0.068765949,0.093287524,0.077444543,0.09713764,0.131792697,0.083258667,0.132501306,0.116669076,0.116662864,0.117571264,0.127782758,0.074153585,0.056738741,0.041586324,0.080905714,0.093237618,0.04219075,0.100260905,0.109364454,0.116389083,0.135060698,0.142217155,0.050842341,0.064324227,0.056176294,0.067816986,0.128965062,0.028582795,0.099517126,0.118104974,0.140685412,0.106764469,0.100944457,0.061783853,0.067314985,0.057201808,0.100206061,0.110322591,0.037154264
Q9WV35,0.095728955,0.112507471,0.0979673,0.09904831,0.086125396,0.080598811,0.076202315,0.091706695,0.105740241,0.096441819,0.057932687,0.106555028,0.103661798,0.111217645,0.07595385,0.084358777,0.075795684,0.07543183,0.078312903,0.111514267,0.113551921,0.063646297,0.105635932,0.113077177,0.091579737,0.095073476,0.088116868,0.086636501,0.070811674,0.094746276,0.113287939,0.081901369,0.05913305,0.172227083,0.117667215,0.133004942,0.094953701,0.042486536,0.082120147,0.090248665,0.071218522,0.031410388,0.060575978,0.104086823,0.190624799,0.14624997,0.135091515,0.082448807,0.061217233,0.080087935,0.073093958,0.067000921,0.05023115,0.027982297,0.085971414,0.18636875,0.124600516,0.10831499,0.082383582,0.065126441,0.064739842,0.081188311,0.062735807,0.05087163,0.046107873,0.127562257
Q9WV54,0.089636907,0.1029539,0.138210763,0.134404263,0.124632416,0.115203078,0.072779972,0.06106137,0.069649181,0.06358897,0.027879182,0.082507397,0.10556633,0.091696049,0.120986286,0.14681465,0.096631576,0.07725913,0.08061365,0.096243698,0.080237654,0.021443583,0.096119539,0.107355883,0.125756591,0.150966661,0.147938136,0.050411035,0.085939836,0.080335831,0.077217154,0.06117096,0.016788372,0.097353643,0.086361962,0.135593089,0.14923551,0.19570488,0.076542877,0.0369009,0.04193967,0.076331277,0.085571809,0.018464383,0.095683261,0.100967139,0.117688844,0.108999019,0.095812555,0.088761247,0.058960642,0.049280517,0.06537089,0.195455873,0.023020012,0.060871106,0.129946678,0.170718263,0.115479619,0.099508177,0.092196197,0.072972225,0.05684617,0.105337151,0.077722167,0.018402246
Q9WV55,0.145096621,0.070503666,0.145067875,0.081556912,0.138896824,0.114647244,0.132256175,0.095764553,0.062345909,0.012197296,0.001666925,0.19458045,0.104016267,0.031493137,0.079458077,0.150409106,0.17187239,0.065613379,0.092916815,0.083584559,0.02228605,0.003769768,0.133517863,0.116646248,0.110969905,0.084345326,0.147489407,0.10881792,0.142080914,0.079352667,0.06155011,0.013731965,0.001497675,0.134508445,0.071331387,0.114493269,0.141107177,0.156542082,0.096948693,0.062249051,0.059138617,0.155360504,0.003686772,0.004634003,0.079528945,0.083787412,0.072118892,0.134060827,0.190260785,0.075107481,0.144454811,0.119479825,0.085453246,0.012057795,0.00368998,0.157237529,0.108167642,0.098198903,0.035159502,0.24705769,0.151622031,0.056698116,0.134334146,0.006559509,0.002351431,0.002613501
Q9WV60,0.133140701,0.102874173,0.106484072,0.107108713,0.089915771,0.07123441,0.056349648,0.095269431,0.100595837,0.088999946,0.048027297,0.132595332,0.112703793,0.096008679,0.102939433,0.075708194,0.078891409,0.071609989,0.089811523,0.100665326,0.085290237,0.053776085,0.150249335,0.102387385,0.083424397,0.088230159,0.080004465,0.08933027,0.087044522,0.085225696,0.107083654,0.086303781,0.040716336,0.200436189,0.11319467,0.092164619,0.099359258,0.0957574,0.024979732,0.073477877,0.064715938,0.026447156,0.04003953,0.169427633,0.149883501,0.13585505,0.118850981,0.105818561,0.078247828,0.078994209,0.073445501,0.046814275,0.059837261,0.108882964,0.04336987,0.209374244,0.128766768,0.08571275,0.115349857,0.063834409,0.053772512,0.050520128,0.034436675,0.138871909,0.047447208,0.07191354
Q9WV69,0.146833806,0.266686001,0.246012495,0.159055301,0.052608021,0.004980653,0.108876299,0.002326824,0.002917762,0.00413485,0.005567988,0.200682273,0.219172712,0.338352583,0.135637211,0.044966306,0.016476503,0.023937187,0.003251153,0.004257332,0.006416828,0.006849913,0.151224069,0.259034114,0.32097845,0.153335251,0.087190157,0.007706913,0.005368088,0.002923201,0.003060788,0.003396543,0.005782427,0.284016937,0.392459594,0.079005362,0.068050048,0.055631239,0.005215954,0.028887696,0.003867191,0.030792793,0.008308149,0.043765037,0.162912302,0.234692317,0.097883516,0.18312049,0.188429531,0.00415844,0.014746897,0.005654348,0.008439017,0.017866796,0.082096347,0.162328945,0.261900995,0.233013371,0.165464611,0.009135148,0.005082448,0.033026751,0.005249702,0.00636735,0.005930973,0.112499706
Q9WV80,0.117466586,0.123691543,0.134456474,0.111246912,0.082205441,0.076660621,0.076979215,0.082064565,0.101037074,0.059240413,0.034951155,0.135521986,0.122966819,0.132963155,0.082477261,0.087341045,0.091508745,0.065109111,0.070228476,0.090365342,0.084639028,0.036879032,0.119326549,0.12645171,0.113969329,0.094760452,0.096119924,0.089303434,0.068397603,0.104422575,0.08123498,0.05926908,0.046744364,0.194525016,0.135247769,0.125992739,0.11661542,0.106693407,0.059430162,0.052218295,0.045988852,0.073892992,0.044825858,0.04456949,0.173723827,0.168189571,0.146166249,0.117709585,0.08676354,0.05387863,0.041074626,0.075173837,0.044914105,0.072129604,0.020276426,0.194119391,0.145909859,0.159972623,0.11134721,0.095220193,0.07077829,0.043061394,0.063476812,0.051846829,0.036634138,0.02763326
Q9WV85,0.098900691,0.093770163,0.095470606,0.091015543,0.081337425,0.103442033,0.096988848,0.093996418,0.063066154,0.048735437,0.133276682,0.084386787,0.107125529,0.092139925,0.092983359,0.097076724,0.103371951,0.110709204,0.084150798,0.054656187,0.053311389,0.120088147,0.085836114,0.095816813,0.098690008,0.110283656,0.078782237,0.096049329,0.079915449,0.075456552,0.06448218,0.05688971,0.157797953,0.137711991,0.155647002,0.121775532,0.08512912,0.06655719,0.053036654,0.053816829,0.064303653,0.136009034,0.020664035,0.105348961,0.148635866,0.175545404,0.139671701,0.106501727,0.075085431,0.093658963,0.059681313,0.089638122,0.03182553,0.025466146,0.054289797,0.174248917,0.187068856,0.1579468,0.052024984,0.072365027,0.066459039,0.09149822,0.063991767,0.029841208,0.036286436,0.068268747
Q9WV91,0.049644617,0.043305604,0.062331791,0.064096419,0.129143993,0.147959941,0.130025068,0.15737458,0.134208533,0.044839513,0.037069941,0.05126372,0.039513892,0.053759429,0.055397888,0.115656938,0.163899688,0.096793421,0.150152675,0.149862191,0.102869791,0.020830368,0.042293061,0.044212085,0.038886142,0.071276115,0.130109862,0.13328268,0.131796786,0.174981619,0.137581453,0.039451321,0.056128877,0.020000896,0.043014718,0.058280379,0.088297833,0.049310552,0.136656212,0.128439236,0.129288882,0.254563187,0.08750847,0.004639636,0.030286505,0.025979634,0.041557791,0.070504422,0.122997744,0.109517695,0.145615471,0.22864293,0.097560066,0.122657138,0.004680604,0.025592806,0.037939472,0.056825731,0.109270497,0.132009948,0.126192894,0.12852711,0.159131047,0.174225771,0.04636814,0.003916584
Q9WV92,0.084911182,0.115873459,0.108848867,0.133794805,0.146816255,0.136285973,0.083570126,0.102468733,0.034263166,0.01175648,0.041410955,0.07513636,0.090662547,0.086907649,0.129500421,0.138160444,0.145900572,0.124243481,0.080643271,0.048526476,0.018037413,0.062281365,0.072901518,0.058796061,0.076502594,0.124528012,0.178122787,0.150324654,0.136408143,0.105361733,0.048425236,0.014066889,0.034562373,0.059510457,0.072546255,0.097964762,0.120046643,0.191460218,0.140529335,0.093508379,0.066277756,0.063423963,0.03614489,0.058587342,0.054995843,0.068759299,0.067120899,0.090317736,0.142844818,0.081662894,0.124858148,0.046450198,0.091666994,0.080103086,0.151220085,0.056100399,0.048486304,0.099647506,0.125229197,0.12878679,0.110756115,0.125560639,0.109572473,0.081557697,0.074104565,0.040198316
Q9WV98,0.149149092,0.183217739,0.16565905,0.110431533,0.016268867,0.059299597,0.166435662,0.087926267,0.020914793,0.018277936,0.022419465,0.185711758,0.179291966,0.212905219,0.068043172,0.017915753,0.066044709,0.116705873,0.068558272,0.021594641,0.028010745,0.035217892,0.187347292,0.215807014,0.1217981,0.047872151,0.018707024,0.091871985,0.151749528,0.098882818,0.020271427,0.019360651,0.026332009,0.230964543,0.171577551,0.34099703,0.040768612,0.03571651,0.020978263,0.027111355,0.029859969,0.069683251,0.011796975,0.020545941,0.142698959,0.258208286,0.273535582,0.092878488,0.069582424,0.06808102,0.012383464,0.017559827,0.014679497,0.040754144,0.009638309,0.270495409,0.233253023,0.208860777,0.052986864,0.01751151,0.075155371,0.039633863,0.028818735,0.02640366,0.029917467,0.016963323
Q9WVA3,0.07472564,0.067713335,0.07257449,0.130009743,0.108586904,0.138361506,0.108449027,0.076167779,0.085316631,0.090145216,0.047949728,0.069043452,0.065784933,0.091853924,0.096823067,0.119860649,0.122664151,0.070782555,0.099636575,0.106851624,0.108289592,0.048409479,0.082356789,0.052985377,0.085580939,0.125340808,0.105555829,0.090831352,0.160417083,0.095328573,0.078056297,0.08087533,0.042671623,0.142413449,0.114245194,0.110931268,0.058205327,0.076555253,0.086967648,0.076266692,0.051562496,0.225753405,0.046521802,0.010577467,0.047691329,0.092686998,0.08938402,0.192179294,0.157491855,0.070293124,0.081317657,0.072210321,0.118678196,0.070586623,0.007480582,0.099709483,0.055338199,0.093998952,0.216979338,0.150093281,0.07688678,0.052438975,0.092275224,0.090397517,0.061363267,0.010518985
Q9WVA4,0.081842891,0.098489159,0.089986377,0.122873712,0.090095946,0.126189619,0.117683027,0.096306505,0.046549861,0.033253164,0.09672974,0.076744302,0.104513473,0.100309835,0.107939512,0.106741853,0.124353602,0.115707434,0.084615534,0.048321134,0.026332517,0.104420804,0.08359786,0.080379547,0.110532848,0.117273462,0.097704531,0.124739124,0.136223566,0.077168481,0.038439713,0.032726934,0.101213934,0.090916273,0.091679637,0.110617884,0.112679976,0.117885148,0.089937412,0.106556922,0.075297083,0.053084654,0.03333229,0.118012721,0.084069859,0.081143379,0.116873323,0.107500462,0.106264866,0.090033956,0.096877767,0.09132891,0.037558445,0.06833939,0.120009644,0.086213158,0.09697673,0.105943914,0.09625309,0.102610328,0.094906279,0.122834051,0.093938427,0.047213598,0.033063735,0.120046689
Q9WVB0,0.085837149,0.080811171,0.125395924,0.162111609,0.04889776,0.126320103,0.086403458,0.12622429,0.075824781,0.053319321,0.028854434,0.055289456,0.093081107,0.119654887,0.095222207,0.105447293,0.129467554,0.111671232,0.09502995,0.10584187,0.069974603,0.019319841,0.093156926,0.077729653,0.084786435,0.119042306,0.07065691,0.114635476,0.149966827,0.146446004,0.082519712,0.04326923,0.01779052,0.109521323,0.056857036,0.027273325,0.059286848,0.031490846,0.045052608,0.097283919,0.116048371,0.331265156,0.062760288,0.06316028,0.069692078,0.151978815,0.063109401,0.061920349,0.106217943,0.023818758,0.082472616,0.05111902,0.097102433,0.268766897,0.02380169,0.074726442,0.129822242,0.119437404,0.014178359,0.07132113,0.087483366,0.115853936,0.135185311,0.105318673,0.111401618,0.035271518
Q9WVC3,0.099959165,0.089989156,0.090788074,0.077823225,0.099547741,0.104344421,0.136158336,0.04642003,0.187239517,0.06403556,0.003694775,0.07309507,0.053372034,0.081235494,0.038646558,0.078785646,0.107129543,0.075704891,0.164118037,0.21970233,0.106626384,0.001584011,0.08641879,0.077343145,0.07671455,0.065581907,0.084709553,0.089550582,0.106832901,0.188759036,0.167856554,0.053176991,0.003055992,0.069055005,0.056927181,0.06908668,0.094383846,0.052875458,0.147965171,0.133915141,0.231405058,0.097921012,0.043638873,0.002826575,0.061634094,0.062413472,0.064686939,0.079805239,0.091496707,0.105545879,0.092031415,0.127542758,0.195762303,0.115661004,0.00342019,0.059420944,0.039247368,0.094493384,0.073774821,0.092513389,0.127902173,0.073892332,0.281689645,0.146361663,0.008674016,0.002030265
Q9WVD5,0.252265014,0.249368983,0.212062878,0.082041361,0.067695304,0.093760599,0.006769515,0.007052562,0.005839433,0.010115484,0.013028867,0.357640275,0.242680508,0.099778418,0.062986507,0.047927896,0.129795024,0.007338109,0.008326389,0.011051482,0.015211292,0.0172641,0.226422607,0.239499986,0.096739299,0.142335663,0.105330881,0.149616921,0.007652546,0.006638349,0.006934255,0.008215921,0.010613573,0.119000917,0.132706601,0.177981474,0.092591555,0.14856114,0.036108755,0.017354519,0.012545802,0.252335522,0.00529981,0.005513904,0.158807923,0.203438824,0.134395263,0.124534936,0.130948982,0.062626121,0.067698313,0.059807901,0.027600703,0.024062209,0.006078824,0.188415991,0.137273255,0.15488356,0.134008794,0.1290886,0.055269206,0.093585068,0.046849486,0.045897305,0.006900221,0.007828514
